age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26,2,1,5,1,2,1,1,4,5,432,5,999,0,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,2
43,9,2,1,1,2,2,1,2,2,97,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
52,6,1,5,1,2,1,1,3,3,607,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
43,2,3,5,1,2,1,1,2,1,110,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
41,8,1,4,1,1,1,2,6,2,513,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
53,7,1,3,1,2,1,2,7,1,73,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
48,2,3,3,1,1,1,2,6,5,80,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
38,10,1,7,1,2,1,1,4,4,388,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
55,5,1,3,1,2,1,1,4,4,99,1,999,1,3,-3.4,92.649,-30.1,0.716,5017.5,1
33,5,3,3,1,1,2,2,6,2,131,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
27,7,3,3,1,2,1,1,3,2,250,3,999,5,3,-1.7,94.027,-38.3,0.904,4991.6,1
48,2,1,5,1,1,1,2,6,2,314,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
33,6,3,3,1,1,1,1,8,5,110,2,999,0,1,-1.1,94.601,-49.5,0.977,4963.6,1
38,4,1,2,1,1,1,1,3,1,1329,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,2
31,7,3,3,1,2,1,1,3,5,143,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
30,2,1,3,1,2,1,1,5,2,308,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
41,2,2,5,1,2,1,1,3,1,174,1,4,3,3,-1.7,94.027,-38.3,0.905,4991.6,2
58,10,1,4,1,1,2,1,4,3,164,2,999,1,3,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
41,7,1,3,1,2,1,1,3,5,227,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,1
46,2,3,5,1,2,1,2,6,4,104,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
32,2,1,3,1,2,2,1,6,2,178,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
36,7,1,7,1,1,1,2,7,1,206,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
52,2,1,5,1,2,1,1,4,4,130,2,999,1,3,-0.1,93.2,-42.0,4.12,5195.8,1
41,5,1,3,1,2,2,1,5,1,249,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
37,9,1,5,1,1,1,2,6,4,132,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
45,8,1,6,1,2,1,1,3,1,127,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
40,2,3,7,1,1,1,1,10,2,224,1,999,1,3,-3.4,92.379,-29.8,0.809,5017.5,2
31,6,2,5,1,2,1,1,5,5,97,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
38,2,3,3,1,2,1,2,6,1,153,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
29,10,1,3,1,2,2,1,4,2,265,3,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
28,8,1,1,1,1,1,1,6,5,364,2,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
30,2,1,3,1,2,1,1,6,3,358,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,1
48,8,1,2,1,1,1,1,3,3,157,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
37,7,3,7,1,2,1,1,3,3,971,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,2
34,2,1,5,1,1,2,1,10,4,214,2,999,0,1,-1.1,94.199,-37.5,0.8759999999999999,4963.6,1
43,8,1,1,1,2,1,1,5,1,19,4,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
48,7,1,7,1,2,1,1,4,5,156,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
56,2,2,3,1,2,1,1,6,5,867,1,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,2
81,11,1,4,1,2,1,1,3,5,90,4,999,0,1,-1.7,94.027,-38.3,0.898,4991.6,1
40,8,1,2,1,1,2,2,7,1,176,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
58,2,2,3,1,1,1,2,6,4,245,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
26,6,3,5,1,2,1,1,2,5,256,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
52,8,1,4,1,1,1,2,3,2,4199,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,2
29,2,3,3,1,2,2,1,6,4,74,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,1
63,11,1,7,1,1,1,2,10,4,134,3,999,1,3,-3.4,92.379,-29.8,0.768,5017.5,1
52,9,1,4,1,1,2,1,2,1,183,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
23,8,3,4,1,2,1,2,5,2,287,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,1
58,6,1,5,1,1,1,2,7,1,181,1,999,0,1,1.4,94.465,-41.8,4.947,5228.1,1
34,5,1,3,1,2,1,2,2,2,652,1,999,0,1,1.4,93.918,-42.7,4.966,5228.1,1
39,5,1,3,1,1,1,1,4,5,71,1,999,1,3,-0.1,93.2,-42.0,4.191,5195.8,1
29,2,1,3,1,2,1,1,7,3,201,1,999,0,1,-1.7,94.055,-39.8,0.7020000000000001,4991.6,2
45,7,1,3,1,1,1,1,3,5,111,2,999,1,3,-1.7,94.027,-38.3,0.8959999999999999,4991.6,1
39,6,1,1,1,2,1,2,2,4,183,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
41,2,1,3,1,2,1,1,9,2,422,2,999,0,1,-3.0,92.713,-33.0,0.7070000000000001,5023.5,2
42,2,1,3,1,1,1,1,2,4,1331,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
50,4,1,2,1,1,1,1,2,1,411,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
57,6,1,5,1,2,2,2,7,2,61,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
56,5,1,3,1,1,1,1,2,2,57,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
35,2,3,3,1,1,1,2,6,5,234,13,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
31,9,3,3,1,1,2,2,7,1,129,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
57,10,1,3,1,1,1,2,2,4,337,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
42,2,1,3,1,2,1,1,4,2,871,5,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2
29,2,3,3,1,1,1,1,3,3,82,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
39,8,1,1,1,2,2,1,6,2,195,1,999,1,3,-1.8,92.893,-46.2,1.327,5099.1,1
34,4,1,3,1,2,1,1,4,4,213,5,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
38,8,2,3,1,2,2,1,7,5,87,2,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,1
32,2,3,3,1,1,2,1,2,2,1027,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,2
48,2,1,5,1,1,1,1,3,4,562,3,999,0,1,1.4,93.444,-36.1,4.967,5228.1,1
32,8,1,2,1,2,1,1,6,1,177,2,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1
47,6,1,5,1,2,1,1,4,4,311,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
47,11,1,4,1,1,1,2,7,1,63,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
30,7,1,5,1,1,1,1,3,2,51,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
52,6,1,4,1,2,1,1,3,3,483,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
50,2,2,3,1,2,1,1,2,2,231,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,1
28,6,1,2,1,2,1,1,6,2,343,3,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
53,2,1,4,1,1,1,1,3,1,91,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
38,7,3,3,1,1,1,1,3,5,135,7,999,0,1,-1.7,94.027,-38.3,0.898,4991.6,1
35,6,1,5,1,1,1,2,6,4,102,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
55,2,2,5,1,1,1,1,4,4,67,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
49,8,2,4,1,1,1,1,3,4,96,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
35,2,3,3,1,2,2,2,6,1,218,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
30,4,3,3,1,2,1,2,6,2,244,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
30,2,1,3,1,2,1,2,2,4,717,8,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
31,8,1,2,1,2,1,1,5,3,208,1,999,1,3,-1.8,93.075,-47.1,1.453,5099.1,1
38,2,2,5,1,2,1,1,7,4,1361,1,999,1,3,-2.9,92.963,-40.8,1.26,5076.2,1
29,2,1,3,1,2,1,1,2,4,31,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
27,2,1,5,1,1,1,1,2,2,84,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
48,2,3,5,1,2,1,1,4,4,105,1,999,1,3,-0.1,93.2,-42.0,4.12,5195.8,1
31,7,3,3,1,1,1,2,2,5,211,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
30,6,3,5,1,1,1,1,8,5,120,1,999,0,1,-3.4,92.431,-26.9,0.7390000000000001,5017.5,1
30,6,1,2,1,2,1,1,4,5,209,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
38,6,2,5,1,2,1,2,6,4,107,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
47,6,2,2,1,1,1,1,2,5,678,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
45,7,1,7,1,1,1,1,3,3,320,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
59,9,1,4,1,1,2,2,7,5,63,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
41,6,1,1,1,2,1,2,6,5,150,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
40,7,3,3,1,1,1,2,6,2,430,2,999,1,3,-1.8,92.893,-46.2,1.327,5099.1,1
50,2,1,5,1,1,1,2,7,4,276,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
39,1,1,5,1,2,1,2,6,1,380,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
37,6,2,2,1,2,1,1,2,4,684,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
38,8,1,1,1,1,1,2,6,5,523,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
33,8,3,2,1,2,2,1,6,2,468,2,999,1,3,-1.8,92.893,-46.2,1.327,5099.1,1
40,4,1,3,1,1,1,1,4,4,210,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
73,11,1,4,1,2,1,1,2,3,305,1,999,0,1,-1.7,94.215,-40.3,0.835,4991.6,2
22,8,3,2,1,2,1,1,2,5,47,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
32,7,3,5,1,2,1,2,6,4,238,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
49,5,2,3,1,1,1,1,2,2,161,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
41,5,1,5,1,1,1,1,6,5,236,2,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
41,2,1,7,1,2,2,1,5,5,528,3,999,1,3,-1.8,93.075,-47.1,1.405,5099.1,1
45,7,1,5,1,2,1,1,2,5,326,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
55,5,1,3,1,2,1,1,3,4,130,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
41,8,2,4,1,1,2,1,5,2,316,2,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,1
43,7,2,7,1,2,1,1,5,5,104,5,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
29,7,1,5,1,1,1,1,7,1,397,1,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,2
39,8,1,7,1,1,1,1,6,5,149,1,999,1,3,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1
31,8,1,2,1,1,1,2,2,3,280,6,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
43,9,2,1,1,1,2,1,2,2,53,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
32,8,1,2,1,1,1,1,2,2,176,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
25,8,3,5,1,1,2,1,6,2,338,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
40,4,1,3,1,1,1,1,3,1,144,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
42,8,1,4,1,1,1,1,5,1,557,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
30,2,1,3,1,1,1,1,3,2,165,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
36,5,1,3,1,1,1,1,6,1,117,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
36,2,1,3,1,2,1,2,7,5,152,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
30,5,1,3,1,2,1,1,6,5,249,1,999,1,3,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1
25,7,3,3,1,2,1,1,2,4,259,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
40,5,1,3,1,1,1,1,4,1,608,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
53,7,1,7,1,1,1,2,7,1,421,6,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
53,8,1,1,1,1,1,1,7,2,592,3,999,1,3,-2.9,92.963,-40.8,1.26,5076.2,2
41,5,1,3,1,2,1,2,6,4,205,7,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
52,6,1,2,1,1,1,2,6,2,80,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
47,6,1,5,1,1,1,2,7,4,311,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
50,2,1,5,1,1,2,1,3,3,519,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
54,11,1,5,1,2,1,2,6,3,234,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
49,8,3,4,1,1,1,2,6,2,236,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
29,7,3,3,1,1,1,1,2,4,159,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
44,8,1,5,1,1,1,2,6,4,250,4,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
37,9,1,5,1,2,1,1,3,2,481,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
42,7,1,3,1,1,1,2,6,2,48,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
28,5,3,3,1,2,1,1,7,2,169,1,999,0,1,-1.7,94.055,-39.8,0.7290000000000001,4991.6,2
48,10,1,7,1,1,1,2,7,1,804,12,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
33,7,3,7,1,1,1,1,3,2,64,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
27,2,3,5,1,2,1,1,6,1,1448,2,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,2
39,7,3,7,1,2,1,1,6,4,115,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
54,2,2,3,1,1,1,2,7,3,213,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
51,8,1,2,1,2,1,1,5,5,143,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
28,8,3,2,1,2,1,1,5,1,65,2,999,0,1,-1.8,93.075,-47.1,1.4,5099.1,1
45,2,1,3,1,2,1,1,2,3,132,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
38,7,3,5,1,1,1,1,3,3,104,6,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
50,2,1,3,1,1,1,2,7,2,77,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,1
26,3,3,2,1,2,1,1,1,5,59,2,999,0,1,-1.8,92.843,-50.0,1.811,5099.1,1
52,2,1,2,1,1,1,1,3,3,91,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
44,10,1,5,1,1,1,1,4,4,289,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
29,7,3,7,1,1,1,2,6,3,125,4,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,1
50,7,1,7,1,1,1,1,8,1,447,1,8,2,3,-3.4,92.431,-26.9,0.7390000000000001,5017.5,2
57,2,1,3,1,1,1,1,3,4,104,5,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
60,11,1,7,1,2,1,2,7,2,190,2,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
58,8,1,4,1,2,1,2,3,4,29,21,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
49,4,1,2,1,2,1,1,2,2,82,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,1
36,2,3,3,1,1,1,1,4,4,186,5,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
32,8,3,5,1,1,2,1,6,4,204,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
32,7,1,3,1,2,1,1,3,3,815,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,2
55,8,1,2,1,2,1,1,6,4,249,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,1
41,8,1,2,1,1,1,1,2,3,184,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
24,2,3,2,1,2,1,2,6,1,12,6,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
37,2,3,5,1,2,1,1,2,5,291,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
55,11,1,3,1,2,1,2,6,2,720,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
39,8,1,2,1,2,2,2,6,5,162,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
35,7,2,3,1,2,1,1,6,3,507,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,1
43,6,3,5,1,1,1,1,4,1,298,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
32,5,3,7,1,1,1,1,6,3,134,2,999,1,3,-1.8,92.893,-46.2,1.291,5099.1,1
45,8,1,4,1,1,1,2,2,3,49,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
38,8,1,1,1,2,1,2,6,1,110,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
38,2,1,5,1,2,1,2,7,1,13,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
28,10,1,2,1,1,1,2,6,2,73,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
35,9,1,5,1,1,1,2,7,2,56,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,1
36,7,1,3,1,2,2,1,3,2,22,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
34,2,1,5,1,2,1,2,2,2,12,1,999,1,3,-1.7,94.215,-40.3,0.782,4991.6,1
47,7,1,5,1,1,1,1,3,3,111,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
40,2,3,3,1,1,1,2,7,5,498,2,999,0,1,1.4,94.465,-41.8,4.958,5228.1,2
36,2,1,1,1,2,2,1,4,1,183,1,999,1,3,-0.1,93.2,-42.0,4.021,5195.8,1
56,2,2,7,1,1,1,2,6,5,114,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
42,8,2,4,1,2,1,1,6,5,119,4,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
36,5,2,7,1,1,1,1,4,3,75,2,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
39,5,1,3,1,2,1,1,3,5,230,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
54,7,2,3,1,1,2,2,6,2,155,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
41,5,1,5,1,1,1,1,6,5,97,1,999,2,3,-1.8,92.893,-46.2,1.244,5099.1,1
27,7,3,3,1,2,1,2,7,5,224,2,999,0,1,1.4,94.465,-41.8,4.947,5228.1,1
35,2,3,3,1,2,1,1,3,5,129,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
45,2,1,5,1,2,1,1,3,2,41,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
47,5,1,3,1,1,1,1,4,1,107,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
32,2,3,5,1,2,1,1,2,1,212,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
43,6,1,5,1,1,2,1,2,4,105,11,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
37,2,2,3,1,2,2,1,3,3,211,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
34,2,3,3,1,1,1,1,3,4,195,1,999,0,1,-2.9,92.201,-31.4,0.8540000000000001,5076.2,2
49,8,1,4,1,1,1,2,7,1,838,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,2
54,5,1,1,1,1,1,2,7,4,255,3,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
42,8,1,1,1,1,1,2,6,4,28,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
42,8,1,1,1,2,1,2,7,1,151,2,999,0,1,1.4,94.465,-41.8,4.947,5228.1,1
35,7,3,7,1,2,1,1,6,2,141,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
45,8,3,4,1,2,1,1,2,3,115,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
49,7,3,3,1,1,1,2,6,5,8,1,999,0,1,-1.8,93.876,-40.0,0.701,5008.7,1
41,7,2,7,1,2,1,1,2,5,112,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
46,8,1,4,1,1,1,2,6,4,421,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
40,7,3,7,1,2,1,1,5,5,430,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
35,8,2,2,1,2,1,2,6,1,461,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
36,2,1,7,1,2,1,2,7,3,129,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
29,2,1,3,1,1,1,1,6,4,101,5,999,1,3,-1.8,92.893,-46.2,1.281,5099.1,1
33,2,1,5,1,1,1,1,3,3,210,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
52,9,1,4,1,2,2,1,2,3,105,7,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
35,2,1,5,1,2,2,2,7,1,14,9,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
54,9,1,4,1,2,1,1,2,4,198,13,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
31,6,1,1,1,1,1,1,4,2,843,3,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
58,8,1,2,1,2,1,1,3,5,190,3,999,0,1,1.4,93.444,-36.1,4.97,5228.1,1
37,2,3,3,1,2,2,1,10,4,78,1,999,1,3,-3.4,92.379,-29.8,0.753,5017.5,1
54,9,1,4,1,1,1,2,7,4,221,5,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
34,6,1,5,1,1,1,1,5,4,543,2,999,1,3,-1.8,93.075,-47.1,1.445,5099.1,1
43,1,1,2,1,1,1,2,7,3,633,28,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
41,8,1,4,1,2,1,1,2,1,138,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
27,7,1,7,1,1,2,1,6,1,224,2,999,1,3,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1
33,2,1,3,1,1,1,1,4,1,162,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
30,7,3,3,1,2,2,1,3,2,73,3,999,0,1,1.4,93.444,-36.1,4.962,5228.1,1
30,2,1,2,1,2,2,1,6,5,97,1,999,1,3,-1.8,92.893,-46.2,1.244,5099.1,1
37,5,2,5,1,1,1,2,6,2,95,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
49,2,1,5,1,2,1,1,4,1,164,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
36,8,3,2,1,1,1,2,6,3,440,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
43,8,1,2,1,2,1,2,7,4,93,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
68,11,1,4,1,2,1,1,2,4,665,1,999,0,1,-2.9,92.469,-33.6,1.029,5076.2,1
30,2,1,3,1,2,2,1,5,2,739,2,999,0,1,-1.8,93.075,-47.1,1.483,5099.1,2
50,5,1,5,1,1,1,2,7,5,65,17,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
34,7,1,7,1,2,1,1,3,2,82,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
52,6,1,1,1,1,1,1,5,5,157,1,999,1,3,-1.8,93.075,-47.1,1.405,5099.1,1
49,2,1,3,1,2,1,2,3,1,4,1,999,0,1,-1.7,94.027,-38.3,0.89,4991.6,1
42,8,2,1,1,1,1,1,6,4,323,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
25,2,1,5,1,1,1,2,7,5,112,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
53,5,1,3,1,2,2,2,3,1,81,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
37,8,3,5,1,2,2,2,6,4,131,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
27,6,1,5,1,1,2,2,6,1,100,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
30,8,1,2,1,2,1,1,2,4,219,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
46,2,1,5,1,1,1,2,6,1,515,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
31,2,3,5,1,2,1,1,4,4,456,2,999,0,1,-1.1,94.767,-50.8,1.044,4963.6,2
58,11,1,3,1,2,1,1,3,1,92,1,999,0,1,-2.9,92.201,-31.4,0.8490000000000001,5076.2,1
36,10,1,3,1,2,1,1,2,4,40,8,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
37,7,1,3,1,2,1,1,3,5,121,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
59,4,1,7,1,2,1,1,5,5,274,5,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
41,2,2,3,1,1,1,1,3,3,117,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
46,5,1,5,1,2,1,1,5,1,57,4,999,0,1,-1.8,93.075,-47.1,1.479,5099.1,1
32,7,3,3,1,2,1,1,2,1,42,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
38,7,1,7,1,1,1,1,1,2,84,1,999,0,1,-1.8,92.843,-50.0,1.757,5099.1,1
31,4,1,3,1,2,2,2,7,5,464,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
43,2,3,3,1,2,1,1,3,4,126,5,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
37,6,1,5,1,2,1,2,6,5,226,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
42,8,1,2,1,1,1,2,6,1,31,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
